contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+393194351466,Luisella Teresa,Rizzo,+39347903743,Giovanna,Ricci,Corso Colombo,20144,6,Milano,1978-07-07,+393976260981,SCCMCM78L07H124I,Marco Milo,M,Sacchet,2021-11-19 09:41:26,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-19 09:39:33,1,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,199,2020-09-10 00:00:00,vector vaccine,,,,,,,,,,
+393203391469,Gianni,Ferretti,+393759078450,Nicolo',De Santis,Via Papa Giovanni Xxiii,24024,24,Gandino,1967-05-29,+39358048749,RSSCRL67E69F612N,Carla,F,Rossi,2021-11-28 04:04:14,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39335354382,Lefdil,Montanari,+39386502407,Cinzia,Bocchi,Piazza Rivoli,10139,11,Torino,1970-09-18,+39351850590,LMBGTN70P18B626S,Agostino,M,Lombardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39323495110,Orlando,Iotti,+39383247930,Gianmarco,Ricci,V.le Monza,20127,43/B,Milano,1934-05-04,+393562308372,RMNRRT34E04H933V,Roberto,M,Romano,2021-11-16 22:21:10,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Negative,Antigen,2021-11-25 01:03:51,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-10 05:33:01,1,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,145,2020-09-02 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-07 05:33:01,2,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,289,2020-09-28 00:00:00,mRNA vaccine
+39345531768,Valentina,Bartolini,+393583768040,Mario,Marinelli,Via Furbara Sasso,00052,75,Cerveteri,1970-02-22,+393247262762,DRLNDR70B22M189A,Andrea,M,Da Rold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-08-14 08:33:25,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,444,2020-11-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393990939916,Sofia Aurora,Moretti,+39353018677,Thomas,Pinna,Piazza Garibaldi,21013,9,Gallarate,1927-10-01,+39377842634,GNTGRL27R01L448A,Gabriele,M,Giunta,2021-11-15 01:27:01,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-09-15 18:25:44,1,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,368,2020-10-24 00:00:00,vector vaccine,Johnson & Johnson,2021-10-13 18:25:44,2,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,917,2020-12-12 00:00:00,vector vaccine
+39399284706,Roberta,Fasoli,+39348948737,Aldo,Catellani,Viale Consiglio D'europa,81055,18,Santa Maria Capua Vetere,1957-08-10,+393356580233,RSSMRC57M10M063W,Marco,M,Rosso,2021-12-06 19:48:45,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,Positive,Molecular,2021-11-25 10:54:19,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,Negative,Antigen,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-11-08 12:49:58,1,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,307,2020-10-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393455165736,Qemal,Biancheri,+39387134634,Gabriele,Crippa,Via Giacomo Leopardi,50019,72,Sesto Fiorentino,1947-03-21,+393351108208,DRNRSL47C61B619T,Rossella Livia,F,Doronzo,2021-12-08 14:04:17,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Molecular,2021-12-04 18:34:08,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Negative,Molecular,2021-12-02 13:26:07,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Positive,Antigen,,,,,,,,Moderna,2021-05-14 00:51:36,1,BLTSMN66M03C567C,Simone,Beltrami,61acd3e25ca7e964a122def1,199,2020-09-10 00:00:00,mRNA vaccine,,,,,,,,,,
+39356252637,Giovanni Giuseppe,Rossi,+39389937613,Giovanni,Favre,Via A. Da Giussano,176,40,Roma,1993-08-04,+39371619783,PRDNCL93M04G042T,Nicolo',M,Parodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-06-10 21:32:04,1,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,145,2020-09-02 00:00:00,vector vaccine,,,,,,,,,,
+393159347965,Romualdo Maurizio,Marega,+393630089141,Valeria,Meloni,Via Roma,87012,85,Castrovillari,1938-03-02,+39349645972,GRSRCR38C02L658C,Riccardo,M,Grasso,2021-12-05 17:53:15,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Antigen,2021-12-05 10:55:46,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Molecular,,,,,,,,,,,,,,,Moderna,2021-02-23 09:26:41,1,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,569,2020-11-11 00:00:00,mRNA vaccine,Moderna,2021-03-23 09:26:41,2,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,277,2020-09-22 00:00:00,mRNA vaccine
+393153603463,E,De Col,+39390343979,Alessandra,Manetti,Via Mura Dei Francesi,43,23,Ciampino,1933-06-21,+393153468756,TRVLSE33H61H665M,Elisa,F,Trevisan,2021-12-08 08:10:43,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Molecular,2021-11-16 11:34:01,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393290229040,Marco,Canova,+393259073968,Silvana,Di Pietro,Via Roma,6057,7,Monte Castello Di Vibio,1966-07-29,+39373729603,GNTFNC66L29C247P,Francesco,M,Gentile,2021-11-24 12:21:23,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,Negative,Antigen,2021-12-06 09:55:39,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Positive,Antigen,,,,,,,,,,,,,,,Moderna,2021-02-22 09:34:48,1,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,105,2020-08-17 00:00:00,mRNA vaccine,Moderna,2021-03-22 09:34:48,2,FRRDNT40P19B048J,Donato,Ferraro,61acd3e25ca7e964a122def4,200,2020-09-15 00:00:00,mRNA vaccine
+39369610195,Saverio,Zanella,+39349626187,Nunzio,Bruno,Piazza Del Popolo,33078,17,San Vito Al Tagliamento,1959-11-08,+39337275377,RSSGPP59S08A766X,Giuseppe,M,Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-15 12:11:56,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,409,2020-10-30 00:00:00,vector vaccine,,,,,,,,,,
+39326813162,Ada,Moretti,+393148139068,Laurentiu,Pichler,Via Sebastiano Catania,95123,198,Catania,1995-08-15,+393459964191,GRNDRA95M15C115H,Dario,M, Guarneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-07-02 11:13:01,1,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,457,2020-11-07 00:00:00,mRNA vaccine,Moderna,2021-07-30 11:13:01,2,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,277,2020-09-22 00:00:00,mRNA vaccine
+393177985649,Lorenzo,Ciavarella,+39357757113,Alberto,Petrarca,Via Mantova,25018,93/A,Montichiari,1928-06-27,+39395956929,RZZNDR28H27A772P,Andrea,M,Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-10-28 22:11:28,1,MRCHXH81A29A471J,Haxhi,Marcon,61acd3e25ca7e964a122def3,409,2020-10-30 00:00:00,mRNA vaccine,,,,,,,,,,
+39323233685,Giovanna,Berto,+39398485373,Ilaria,Tonelli,Via Caracciolo,84068,105,Pollica,2000-01-19,+39321802796,DDSGZL00A59H848J,Graziella Giuseppina,F,Addis,2021-12-04 16:44:58,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,Positive,Antigen,2021-11-28 18:36:48,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Antigen,2021-12-05 07:11:41,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,Negative,Antigen,2021-11-20 20:05:07,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Positive,Antigen,Pfizer-BioNTech,2021-03-02 05:36:33,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,167,2020-09-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393407061631,Fabrizio,Izzo,+393592200145,Fides,Murgia,Via Della Palazzina,1100,195/199,Viterbo,1934-10-12,+39333124738,PRGGPP34R12F797C,Giuseppe,M,Perego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393897722266,Maurizio,Bianchi,+393285502926,Alfredo,Rossi,Strada Carignano,10024,72,Moncalieri,1975-11-26,+39345316815,MNFHHM75S26C915M,Hicham,M,Manfredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393670297795,Tiziana,Riva,+39373813718,Stefano,Bartolini,Via Emilia Est,41100,799,Modena,1959-06-12,+393554158512,CRDRHL59H12L093R,Rahal,M,Careddu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-02-05 21:26:21,1,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,357,2020-10-19 00:00:00,mRNA vaccine,,,,,,,,,,
+39328373696,Ana Maria,Gori,+393391600775,Ivan,Gallo,Via Buca,43024,72,Neviano Degli Arduini,2001-08-08,+393233485033,MRTCLD01M08C493U,Claudio,M,Martinelli,2021-12-11 01:18:16,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-04-15 17:54:22,1,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,307,2020-10-06 00:00:00,mRNA vaccine,Moderna,2021-05-13 17:54:22,2,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,357,2020-10-19 00:00:00,mRNA vaccine
+39330650026,Giuseppina,Marino,+393227203312,Stefano,Esposito,Via Roma,23035,18,Sondalo,1949-06-11,+39342497048,FRRLDN49H51I475Q,Loredana Elena,F,Ferrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-08 10:44:02,1,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,457,2020-11-07 00:00:00,vector vaccine,Johnson & Johnson,2021-03-08 10:44:02,2,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,488,2020-11-08 00:00:00,vector vaccine
+39364068775,Uchechukwu Godswill,Forte,+393500686311,Riccardo,Visintin,Via Vittorio Emanuele Ii,12020,120,Sampeyre,1962-10-26,+39331112876,BRTCST62R66C630B,Cristina,F,Bortoluzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-03-31 16:26:32,1,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,200,2020-09-15 00:00:00,vector vaccine,AstraZeneca,2021-04-28 16:26:32,2,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,117,2020-08-25 00:00:00,vector vaccine
+39369526518,Addolorata,Mariani,+393391759014,Carmelo,Giunta,Via Roma,29010,32,San Pietro In Cerro,1995-11-22,+393908254054,SNTCST95S62G121Z,Cristina,F,Senatore,2021-11-24 14:53:35,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-01-28 18:26:45,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,357,2020-10-19 00:00:00,vector vaccine,AstraZeneca,2021-02-25 18:26:45,2,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,117,2020-08-25 00:00:00,vector vaccine
+39379296005,Andriana,Testa,+393946877494,Sokol,Bernardini,Via Roma,65010,1,Civitella Casanova,1965-12-22,+393907951284,BRMRCR65T22F356R,Riccardo,M,Brumat,2021-11-22 08:19:15,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-06-27 16:59:34,1,DLCGPR38H04G283M,Gaspare,De Luca,61acd3e25ca7e964a122def1,350,2020-10-17 00:00:00,mRNA vaccine,,,,,,,,,,
+39396308541,Vittorio,D'Agostino,+393276127072,Maria Luisa,Esposito,Galleria Umberto I,10122,54,Torino,1943-05-25,+39386193730,VZZRSO43E65C893W,Rosa,F,Vezzoli,2021-11-22 11:00:45,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,Positive,Antigen,2021-11-20 23:02:21,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Negative,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-12-02 01:59:01,1,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,457,2020-11-07 00:00:00,vector vaccine,AstraZeneca,2021-12-30 01:59:01,2,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,289,2020-09-28 00:00:00,vector vaccine
+393704540963,Raffaele,Ceccarelli,+39359283486,Teresa,Messina,Via Boschi,25070,13,Barghe,1958-06-25,+39355313869,TLRSZN58H65D744V,Suzana,F,Talarico,2021-11-25 10:26:06,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-22 18:35:46,1,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,128,2020-08-27 00:00:00,mRNA vaccine,,,,,,,,,,
+393605415495,Ilda,Bianchi,+39346568454,Tajrian,Galli,Via Xxviii Dicembre,16030,3,Zoagli,1990-10-28,+39333855420,GSTSRA90R68B794H,Sara,F,Giusti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-03-10 14:06:30,1,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,569,2020-11-11 00:00:00,mRNA vaccine,Moderna,2021-04-07 14:06:30,2,RSSDNS35M31M119Q,Dionis,Rossi,61acd3e25ca7e964a122dee7,117,2020-08-25 00:00:00,mRNA vaccine
+393384980428,Federica,Ferrari,+39360435156,Ansu,Ferracuti,Via Cherubini,20145,2,Milano,1953-03-28,+39336036669,BNDSFN53C28B982L,Stefano,M,Bandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-15 05:51:52,1,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,444,2020-11-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393721992394,Sergio,Battistini,+39383692819,Natan,Mereu,Corso Vittorio Emanuele Iii,87018,23,San Marco Argentano,2000-01-22,+393113251650,RSSMNN00A62B978O,Marianna,F,Rossi,2021-11-15 16:30:08,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-09 17:24:47,1,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,309,2020-10-13 00:00:00,vector vaccine,AstraZeneca,2021-05-07 17:24:47,2,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,128,2020-08-27 00:00:00,vector vaccine
+393885591119,Filippo,Venezia,+393285665829,Renato,Marelli,Via P. Ferrari,43018,4/A,Sissa,1983-07-10,+39346928562,MLSLCU83L50E022R,Lucia,F,Melis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-12-02 22:59:01,1,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,457,2020-11-07 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-12-30 22:59:01,2,MRNKLD55A18B288O,Klaodio,Marino,61acd3e25ca7e964a122def1,917,2020-12-12 00:00:00,mRNA vaccine
+393662132430,Giovanna,Gentile,+39365298731,Viviana,Pinna,Via M. Spagnolo,88054,28,Gragnano,1943-11-01,+39345999431,MRTNNL43S41I046T,Antonella,F,Moretti,2021-11-30 15:34:08,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-09-08 07:21:41,1,BLTSMN66M03C567C,Simone,Beltrami,61acd3e25ca7e964a122def1,307,2020-10-06 00:00:00,mRNA vaccine,,,,,,,,,,
+39341791680,Paolo,Bartolucci,+39334076149,Rosy,Rossi,Piazzetta Xii Gennaio,90036,6,Misilmeri,1989-05-12,+39329294511,RSSFRC89E12H417A,Federico,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-11-21 17:22:10,1,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,167,2020-09-06 00:00:00,mRNA vaccine,,,,,,,,,,
+39395563403,Diego,Luppi,+393249310613,Ahmed,Guerra,Via Roma,24023,36,Clusone,1982-08-22,+393402136004,SNNSRG82M22M291T,Sergio,M,Sanna,2021-12-02 16:19:42,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-11-29 12:21:49,1,MROFNC01D19I025Y,Francesco Pio,Mora,61acd3e25ca7e964a122def3,199,2020-09-10 00:00:00,mRNA vaccine,,,,,,,,,,
+393964330134,Irene,Ruggiero,+393504481978,Ines Eleni,De Angelis,Via Bari,70010,19,Valenzano,1989-04-10,+393873940175,FBRRCR89D10D136P,Riccardo,M,Fabris,2021-12-03 18:27:28,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-29 15:21:01,1,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,488,2020-11-08 00:00:00,vector vaccine,,,,,,,,,,
+39339526130,Valter,Ferrari,+393312378386,Fabio,Sartori,Via Nazionale,84076,28,Torchiara,1927-10-12,+393178232784,CNINNN27R12H163Z,Antonino,M,Iacono,2021-12-12 02:26:10,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,Negative,Antigen,2021-12-12 05:36:21,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Positive,Antigen,,,,,,,,,,,,,,,Moderna,2021-03-02 02:43:15,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,307,2020-10-06 00:00:00,mRNA vaccine,Moderna,2021-03-30 02:43:15,2,GNTRRT85R45B771E,Roberta,Gentile,61acd3e25ca7e964a122def2,309,2020-10-13 00:00:00,mRNA vaccine
+393660258408,Sara,Addis,+39331352869,Mirella Ercolina,Vianello,Piazza Plebiscito,19,17/18,Tivoli,1931-12-23,+393287097783,LMBMRC31T23G312K,Marco,M,Lombardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-02-27 20:28:25,1,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,899,2020-12-06 00:00:00,vector vaccine,,,,,,,,,,
+39393076855,Adela,Sanna,+39381218958,Domenica,Corti,Via Marin Faliero,37138,71,Verona,1930-12-13,+393131881850,RSSMSM30T13C362T,Massimo,M,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-23 20:02:46,1,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,357,2020-10-19 00:00:00,vector vaccine,,,,,,,,,,
+39346644342,Aurelia Elvira,Mariani,+393465666637,Dario,Foti,Viale San Bartolomeo,33080,23,Vajont,1979-10-07,+393729594063,RSSDNL79R07B044I,Daniele,M,Rossi,2021-12-12 08:22:21,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,Positive,Molecular,2021-11-20 08:32:53,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Molecular,2021-12-06 15:01:52,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,Positive,Molecular,2021-11-27 01:59:31,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Positive,Antigen,Johnson & Johnson,2021-06-02 12:54:10,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,457,2020-11-07 00:00:00,vector vaccine,,,,,,,,,,
+39336759579,Maria Rosaria,Agostinelli,+39324707376,Rossana,Torchio,Via Fantina,10036,17/B,Settimo Torinese,1988-07-21,+393575374455,PRTMTT88L21G065I,Matteo,M,Proietti,2021-11-25 15:56:16,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-11-23 14:54:18,1,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,488,2020-11-08 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-12-21 14:54:18,2,TRVMRA69P27D849Y,Mario,Trovato,61acd3e25ca7e964a122def2,589,2020-12-03 00:00:00,mRNA vaccine
+39344350725,Enrico,Festuccia,+39376755993,Franco,Greco,Via Flora,70023,56,Gioia Del Colle,1971-03-28,+393787466930,CRSLRT71C28H825B,Alberto,M,Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-07-08 08:47:16,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,145,2020-09-02 00:00:00,vector vaccine,AstraZeneca,2021-08-05 08:47:16,2,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,350,2020-10-17 00:00:00,vector vaccine
+39390969509,Arianna,Mecca,+393398489157,Maria,Manca,Piazza Duomo,84011,42,Amalfi,1923-02-24,+39335224763,SNFVTR23B24I224D,Vittorio Antonino,M,Sanfilippo,2021-12-11 00:25:50,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Molecular,2021-11-16 05:53:58,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Positive,Antigen,2021-11-16 17:01:24,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,Positive,Molecular,,,,,,,,AstraZeneca,2021-10-14 23:34:30,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,199,2020-09-10 00:00:00,vector vaccine,,,,,,,,,,
+39322334192,Danilo,Venturi,+39324978464,Graziella Maria,Morelli,Via Massa Avenza,54100,32 Carrefour,Massa,1960-06-04,+39371570823,GRDVCN60H04C676C,Vincenzo,M,Giordano,2021-12-04 17:40:40,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,Negative,Molecular,2021-11-13 22:50:10,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Negative,Antigen,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-12 12:53:43,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,199,2020-09-10 00:00:00,mRNA vaccine,,,,,,,,,,
+39327950297,Cinzia,Piras,+393281498714,Giuseppe,Bertolini,Piazza Tribus,39011,2,Lana,1927-07-03,+393754600834,FNDMYC27L43D324P,Mery Claire,F,Fonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-21 03:23:37,1,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,899,2020-12-06 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-18 03:23:37,2,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,307,2020-10-06 00:00:00,mRNA vaccine
+393700444227,Antonella,Foti,+393489283167,Elena,Coslovich  Visintin,Via Abate Gimma,70121,48,Bari,1972-05-19,+39397122430,PRCGNN72E59D932U,Giovanna,F,Procopio,2021-11-14 01:42:51,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Negative,Antigen,2021-11-30 05:27:51,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,Negative,Molecular,2021-12-07 06:26:18,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
