person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.cellphone,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.role,vaccination.0.healtcarePersonnel.surname,vaccination.0.type,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.cellphone,vaccination.1.healtcarePersonnel.role,vaccination.1.type,vaccination.0.id,vaccination.1.id,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.cellphone,test.0.healtcarePersonnel.role,test.0.type,test.0.result,test.0.datetime,test.0.id,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.cellphone,test.1.healtcarePersonnel.role,test.1.type,test.1.result,test.1.datetime,test.1.id,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.cellphone,test.2.healtcarePersonnel.role,test.2.type,test.2.result,test.2.datetime,test.2.id,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.cellphone,test.3.healtcarePersonnel.role,test.3.type,test.3.result,test.3.datetime,test.3.id,contact.0.name,contact.0.surname,contact.0.cellphone,contact.1.name,contact.1.surname,contact.1.cellphone
Via Bellini,64025,20,Pineto,1933-12-14,+393538238479,BRNSRA33T54G477K,Sara,F,Bruno,2021-06-25 20:00:39,1,+393971884434,RMNNSI72T60A239M,Ines,nurse,Romano,Johnson & Johnson,,,,,,,,,4f8ac050-59da-4fe9-8972-4c71cce67b10,,,,,,,,,,,Gianluca,Ramella,RMLGLC80T26I074H,+393481541916,doctor,Antigen,Positive,2021-09-04 23:29:32,4c6a7607-e867-4a46-9b95-3eb01e83977c,,,,,,,,,,Blerim,Delfino,DLFBRM43M28L315F,+39342300877,other,Antigen,Negative,2021-05-14 23:32:06,4079795d-2985-4774-853b-3ebc5dab85bd,Zhihan Thomas,Nicoletti ,+393362381954,Anita Rosaria,Barsotti,+393866110815
Via Della Tabaccaia,50030,16/a,Vaglia,1922-06-09,+393666545311,GNTNCL22H09C247O,Nicolo',M,Gentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex,Molteni,MLTLXA54A06I792V,+39347681593,nurse,Molecular,Positive,2021-08-22 20:05:33,79b4ee22-7399-4c9a-8b3e-39de23b0b1d9,,,,,,,,,,Donato,Bianchi,BNCDNT45A12M325L,+393409215332,nurse,Molecular,Negative,2021-01-07 16:26:15,9c303edb-023f-41ed-bc58-9bacdab9f724,Mario,De Angelis,+393572078675,Dalton,Gabrielli,+39395268754
Corso Sirena,80147,286 (Barra),Napoli,1927-07-30,+393751991441,VZZCML27L30G006B,Carmelo,M,Vezzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandra,Tagliabue,TGLLSN83R67L748I,+39393394918,other,Molecular,Negative,2021-04-02 22:44:55,2859467d-070d-48b2-94d7-d2a8e8239430,Valeria,Schiavon,SCHVLR54L51G823D,+39354281671,other,Molecular,Positive,2021-03-03 07:03:44,b0d00bc0-690a-4896-8714-47a634a28f0f,Tommaso,Lai,LAITMS68B07B738C,+39327718652,doctor,Antigen,Positive,2021-05-10 04:22:24,e7e3ecca-b16c-4016-b72c-fe208c489707,Abdellah,Russo,+39331672183,Kawtar,Greco,+39321384836
Via Trieste,20098,43,San Giuliano Milanese,1964-10-20,+393882400972,MNCFRZ64R20F032O,Fabrizio,M,Monaci,,,,,,,,,,,,,,,,,,,Irene,Fusco,FSCRNI80S49C104S,+39357216162,doctor,Molecular,Negative,2021-11-17 02:19:08,085b82c2-1673-4cb2-ba2b-b01082a32e07,Pietro,Bionaz,BNZPTR37L17A452H,+39398740055,other,Molecular,Negative,2021-12-03 19:41:56,e7129008-fee1-4957-8d16-fed25121ee2a,Leonardo,Palumbo,PLMLRD74B19M267H,+393683360238,nurse,Antigen,Negative,2021-02-28 07:11:17,2b2d1cb8-88cc-4966-bec1-7ad664c8e7aa,Benedetta Daria Teresa,Trovato,TRVBDT68R53L448Y,+39384928918,doctor,Antigen,Negative,2021-06-03 07:12:23,a9703d01-777a-45f3-9bfa-b454665b3cdf,Alessandro,Mosca,+393984999276,Gaetano,Matera,+39378859807
Via Megara,96011,214,Augusta,1973-12-08,+39327579763,MNCPPL73T08E798L,Pier Paolo,M,Mancini,2021-11-21 19:31:34,1,+39332696348,PRRFLV93T10G272R,Fulvio,nurse,Perri,AstraZeneca,2021-12-19 19:31:34,2,Paolo,Zanetta,ZNTPLA72T28A953A,+393244935658,other,AstraZeneca,dcd6f5cb-8f0d-490f-9dda-bae67da1bdea,dbafa2c6-fe30-4388-be3e-9afa8fce2c3f,,,,,,,,,,Luigina Albina,Bini,BNILNL64A61L067F,+393874462189,other,Antigen,Positive,2021-07-10 15:44:56,5c4ef8b0-dcea-4710-9569-c2f738e8e64f,,,,,,,,,,Gabriele,Colombo,CLMGRL34T13H233K,+393393825363,doctor,Molecular,Positive,2021-04-19 00:23:21,f3c209cc-5e09-4477-ad57-b8e820561f23,Logan,Biancheri,+393728794043,Daniela,Ferrari,+39330397420
Corso Casale,10132,110,Torino,1937-01-15,+39341946206,TRVNHY37A15C640Q,Inthy,M,Trevisan,2021-11-10 04:49:06,1,+393951361652,DGRFNC64E57D324P,Francesca,nurse,Degrassi,AstraZeneca,,,,,,,,,dfb6125b-d1fd-4c2e-a55e-1169c3e64d31,,,,,,,,,,,Carlo,Mancini,MNCCRL23H07H445C,+39321971103,doctor,Antigen,Negative,2021-03-12 05:33:30,942df0d9-a992-47bb-84cb-085d30c6212a,Giuseppe,Perrone,PRRGPP39C08E563S,+393579782974,nurse,Molecular,Negative,2021-04-25 15:49:40,800805c8-0cb3-4ad3-b6fb-f3c2d29006c4,,,,,,,,,,Davide,Malagoli,+39354593086,Simona,Greco,+393773538071
Viale Gramsci,47036,88,Riccione,1960-01-20,+393420419219,CNGLDA60A20F621O,Aldo,M,Cingolani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regina,Casini,CSNRGN57L53H791B,+39368636055,other,Molecular,Negative,2021-02-04 08:09:07,7a790292-483c-457f-aa0f-51c989752d4c,Adina Mihaela,Tumino,+393386516780,Concetta,Degrassi,+393640837167
Piazza Vittoria,88900,18,Crotone,1963-06-28,+393672270797,DMRLCU63H28B294N,Luca,M,Di Marco,2021-01-28 06:16:51,1,+39321368789,ZNNMLD84E20G542I,Amarildo,doctor,Zunino,AstraZeneca,2021-02-25 06:16:51,2,Andrea,Carta,CRTNDR25D03A357W,+39364723901,other,AstraZeneca,35e70295-4337-4dff-ab60-261447557cd4,7c7596dd-ab58-4047-aa74-f358603a084c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeria,Di Marco,DMRVLR29P64I376I,+393915282245,doctor,Antigen,Positive,2021-12-27 09:52:02,b6b67493-7e74-4888-ae92-d17d8ffcd8b5,Angelica,Moras,+393961325652,Alison,Fusco,+393337147239
Via Romaldo,84100,12/16,Salerno,1993-04-11,+39394360765,SLVGNN93D51E381X,Giovanna Pier Carla,F,Salvatore,2021-04-07 08:49:42,1,+393775755737,GNNRLL26R54M081E,Ornella Agostina Angela,doctor,Genna,Moderna,2021-05-05 08:49:42,2,Francesco,Ferrari,FRRFNC37C21E240W,+393616999443,nurse,Moderna,5c51929f-e658-4133-9b69-25a31d751ce5,500d1b69-4579-44d1-8a36-619cc6e9f630,Elena,Rizzo,RZZLNE00C70E339K,+39375298397,other,Antigen,Negative,2021-10-28 04:44:47,fffdefae-ba26-407e-97a4-fb184945916a,Maria,Sala,SLAMRA78M69B301S,+393472245882,nurse,Molecular,Negative,2021-03-08 08:42:48,f8718c94-0531-4e7a-a6b7-5e22b4fa9569,,,,,,,,,,Gioacchino,Gambino,GMBGCH22H18C968H,+393691260944,doctor,Molecular,Positive,2021-01-21 03:58:03,08572915-7fa5-4510-a8f7-218f0c18fa6b,Elisabetta,Lucchesi,+393944632190,Kol,Corazza,+39354336859
Via Xxviii Maggio,4010,2,Roccagorga,1984-09-20,+393278694094,MRGFNC84P60L473O,Francesca,F,Murgia,2021-09-24 05:24:14,1,+393660500224,MRTLRA27B49C700V,Laura,doctor,Martinelli,Moderna,2021-10-22 05:24:14,2,Sabrina,Rosso,RSSSRN70L60F361T,+39399977446,nurse,Moderna,3267b5d0-d634-48e8-a87e-c698f5dec411,36f1882a-25a6-439b-92c8-66dc7f0129d9,,,,,,,,,,Maria Gabriella,Bianchi,BNCMGB85R66G181J,+39337798755,nurse,Antigen,Negative,2021-04-12 01:21:15,b796b32a-5845-4e65-9ab6-d4ab290bc1d7,Giuseppe,Gargiulo,GRGGPP29D03G813C,+39395926425,other,Antigen,Positive,2021-04-22 13:15:07,5191f5e2-18f1-4c45-9e77-81a8d8f4e417,Remo Sergio,Gori,GRORSR86M25G451L,+393347417900,other,Antigen,Negative,2021-02-18 14:37:42,d1cc11af-78fc-4054-8333-71ab95ead7d1,Alma,Venezia,+393968074482,Lucia,Ferrara,+39350330702
Via Rosselli,22076,4,Mozzate,1978-06-06,+39323189411,SRTLFL78H46A360X,Lara Florentina,F,Sartor,2021-07-09 08:53:25,1,+39362041207,VRNTMS25A05G923G,Tommaso,nurse,Veronese,Pfizer-BioNTech,2021-08-06 08:53:25,2,Vittorio,Fiorucci,FRCVTR78P11C309Q,+39374715547,doctor,Pfizer-BioNTech,ba03b813-c3a1-4f45-aad2-d63cfc15a000,9c9adf35-6100-4a40-b066-58e0e851dbc9,Davide,Bellini,BLLDVD62C18G753E,+39390300896,doctor,Molecular,Positive,2021-11-22 15:46:56,f2165efa-3243-4e1c-8ec0-ee71eb5661f6,,,,,,,,,,Pietro,Bressan,BRSPTR32A09F710A,+393380042470,doctor,Molecular,Negative,2021-11-15 06:23:10,dfe76f8f-8be7-44f9-8a45-556812245c5f,,,,,,,,,,Giuseppe,Rossi,+393219805339,Stella,De Santis,+39340644113
Piazza Del Popolo,66040,30,Quadri,1975-01-02,+39341704329,BBNPLA75A02A551I,Paolo,M,Babini,2021-01-27 20:39:06,1,+39361136329,DMRNLA83R66F908K,Anila,other,Di Marco,AstraZeneca,2021-02-24 20:39:06,2,Giannina,Brogi,BRGGNN70A49C662M,+393253996460,nurse,AstraZeneca,b366005a-f8ad-4904-9b7d-2f6a2ef41500,17a47548-f073-4bf5-9564-6527baa05e86,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandro,Ricci,RCCSDR62C07G480Q,+393658149050,nurse,Molecular,Positive,2021-02-23 09:52:29,385ff098-b806-4b6a-a5a8-89c5645e6847,Vilma,Marchesan,+39374603866,Mariabruna,Rossi,+39359210732
Via Gavazzeni,24030,7,Locatello,1986-01-05,+393653099018,MLNPRZ86A45H642P,Patrizia,F,Melandri,2021-11-25 09:27:05,1,+393513053353,GRRDNL51L61C927K,Adriana Alejandra,doctor,Gurrieri,Johnson & Johnson,,,,,,,,,cb0f935d-8348-438b-b09b-1022e7797952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrico,Rossi,+393222706495,Matteo,Rossi,+393806609939
Via Guglielmo Marconi,27049,16,Stradella,1924-10-05,+393338630972,FRRCLD24R45E614G,Claudia,F,Ferrari,2021-05-07 17:48:44,1,+393988766838,RSSNDR85D29E229F,Andrea,doctor,Rossi,Johnson & Johnson,2021-06-04 17:48:44,2,Marina,Morandi,MRNMRN45D50H030X,+39364554819,nurse,Johnson & Johnson,d20a96b5-fa7c-4cb9-b90d-62bb66ecd71f,9e280357-f97e-49da-917d-e9b2595503ad,,,,,,,,,,Antonio,Ferrari,FRRNTN87L22H218R,+39339384125,other,Antigen,Negative,2021-04-10 16:24:44,db845066-1914-4315-b9c4-03116caef5c4,Raymond,Cerrato,CRRRMN63T17D678Q,+39375093862,nurse,Molecular,Negative,2021-07-19 18:23:05,1bd06a80-f2f6-42a4-a27b-7a98197dcc75,Youssef,Rossi,RSSYSF99S24L483L,+393201089430,other,Antigen,Negative,2021-01-03 04:04:10,1cdd7872-09a4-499c-8a06-daa0181e6288,Davide,Cavallari,+393299850474,Laura,Moretti,+39371358734
Via Giuseppe Garibaldi,50065,7/9,Pontassieve,1936-10-21,+393384940128,RCCTVS36R61C269T,Otilia Vasilica,F,Ricci,2021-07-30 11:06:51,1,+39326383380,VSNFRC50T11L706E,Federico,other,Visentin,Moderna,2021-08-27 11:06:51,2,Ivan,Sala,SLAVNI53D04E063T,+393748956708,nurse,Moderna,3c75fe99-c3c6-4314-a307-56215010ecf9,15e0c175-09e3-425d-82a5-f82693f8b1c0,,,,,,,,,,,,,,,,,,,Famous,Pinna,PNNFMS82R12B383F,+393231227543,other,Molecular,Negative,2021-02-14 10:35:51,6b55aa32-124d-49b9-9c61-1e7f191b5505,Vittorio,Campanini,CMPVTR68T26I153Q,+393550409224,nurse,Molecular,Positive,2021-09-16 14:14:26,5df4243c-67cd-4653-b9a4-0e353e2d0522,Francesca,Venezia,+39321626727,Matteo,Lombardi,+393603257314
Via V. Gallo Arcuri,88821,12,Rocca Di Neto,1982-07-15,+393715908037,SMPLFR82L15L034B,Luigi Fiorino,M,Semprini,2021-04-03 00:30:01,1,+39336832088,PNNRSL38T65D260J,Rossella,other,Pinna,AstraZeneca,,,,,,,,,9ec23c31-6239-4de6-abc3-678b5f5a26b2,,Anna,Ferrari,FRRNNA34P50L239B,+393787514789,nurse,Molecular,Negative,2021-04-09 15:35:23,bf3e31b1-4a30-450b-8219-8036d5d60268,Gerardo,Privitera,PRVGRD23T08H922T,+39323525990,nurse,Molecular,Negative,2021-04-12 20:21:36,429697f7-f3d2-4d21-8461-46d61f98bd23,,,,,,,,,,,,,,,,,,,Agata Malwina,Mecca,+39387297320,Gianna,Bini,+393539952366
Via Giosue' Carducci,25020,39,Pavone Del Mella,1951-05-09,+393697314903,MSRDSY51E49B564E,Daisy,F,Masiero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corrado,Barbero,BRBCRD85A19F308E,+39376680872,other,Molecular,Positive,2021-08-23 21:38:43,dad5be8f-2725-4a6f-9856-7cee952487c1,Jimmy Hussein,Mazzocchi,+393598174071,Giuseppe,Costa,+39357036053
Via Caduti Del Lavoro,95126,136,Catania,1950-06-07,+39380965193,RSSDNL50H07B767E,Daniel,M,Rossi,2021-12-30 15:28:01,1,+39381533139,RSSJNO36R61D715M,Joana,nurse,Rossi,Moderna,2022-01-27 15:28:01,2,Eric,Zuliani,ZLNRCE44C20G268H,+39388003987,other,Moderna,0cfe3db5-52f2-4b01-a0f7-b02f7db1b6c5,c095186e-d105-4c39-915f-d3d97ecc353e,Anna Maria,Russo,RSSNMR70M65E482K,+393372595286,nurse,Antigen,Positive,2021-12-07 19:37:35,aa9599c6-015b-45db-8624-298d6e95eb65,,,,,,,,,,Mohamed,Cerise,CRSMMD72D21L643C,+39380744117,other,Antigen,Positive,2021-11-18 15:48:51,ee46f965-fdae-4655-9805-97dfff4e54c2,,,,,,,,,,Luigia,Filippini,+393531366453,Roberto Nicola,Catellani,+39342075609
Piazza Plebiscito,85055,1,Picerno,1931-07-07,+39380822340,RSSNDA31L47H823W,Nadia,F,Rossi,2021-08-09 11:31:31,1,+39394894098,MRTVRS35P64E291O,Valeria Siriana,nurse,Martini,AstraZeneca,,,,,,,,,6afb4395-1968-4974-83ff-80d3a34cd31b,,,,,,,,,,,,,,,,,,,,Salvatore,Bressan,BRSSVT80E21I479V,+39378050590,doctor,Molecular,Positive,2021-08-29 14:45:47,723bc325-9d2d-409b-a953-8b857fb56da1,Palma,Innocenti,NNCPLM48P66I684U,+39320567293,doctor,Antigen,Negative,2021-11-02 21:27:47,42c14193-2344-466f-8f12-d3cf46095777,Marta,Bianchi,+393181226102,Annalisa,Russo,+39342417831
Via B. San Giorgio,15033,23,Casale Monferrato,1937-05-08,+39347311854,RSSLDN37E48M325T,Loredana,F,Rossi,2021-07-01 02:40:02,1,+39365191960,DGVNLL60C53B827S,Nella,nurse,Di Giovanni,Moderna,2021-07-29 02:40:02,2,Martina,Veronese,VRNMTN41R52D105A,+393933269474,other,Moderna,bf6d4b3f-0b04-49c6-a59f-e828b6a137b3,142e3dff-163b-49b6-9d46-a9a9379cb963,,,,,,,,,,,,,,,,,,,Rosanna,Zani,ZNARNN43A42C585P,+393960818441,other,Molecular,Negative,2021-04-19 20:11:54,271d813b-c23e-42f1-a9e9-e43899740915,,,,,,,,,,Pietra,Angelini,+39393403868,Gianluca,Mereu,+39347363103
Piazzale Gregorio Vii,165,20/21,Roma,1961-07-15,+393196207017,BRNSLU61L55H645A,Suela,F,Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmela,Degrassi,DGRCML35H41D324C,+39325363408,nurse,Molecular,Positive,2021-12-20 00:47:52,8c1ba3ea-a232-469f-8f84-52ba81a60449,Aiyevbekpen,Palumbo,PLMYBK54P27A339G,+393732689647,doctor,Molecular,Negative,2021-02-07 15:35:30,5cc5bc44-91f4-497a-9ea8-cbf7bcff8ab3,Carlotta,Piras,+39366118351,Paola,Rossi,+39326011025
Viale Marconi,146,107,Roma,1955-07-21,+393291709304,BNCNDR55L21B693H,Andrea,M,Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrea,Perri,PRRNDR47L11I393N,+39366148411,other,Antigen,Positive,2021-11-10 18:05:13,e505d984-fb6c-42ce-b990-9f2bbf8c14a2,Emily,Torrisi,TRRMLY92S63L355H,+393593175536,doctor,Molecular,Negative,2021-05-06 12:58:55,8f12e5f9-7852-4b7d-881d-49b287c1b6d6,Salvatore,Cecchi,+393320183802,Raffaella,Canepa,+393183067899
Via Cavour,60019,8,Senigallia,1967-01-23,+393858236091,FRRGNN67A23C461W,Giovanni,M,Ferrari,,,,,,,,,,,,,,,,,,,Gabriella Vittoria,Battistini,BTTGRL98D46I444N,+39386679784,nurse,Antigen,Negative,2021-09-01 21:31:51,ee735c3f-d032-4354-ba72-e1e49bb9b19e,,,,,,,,,,Sergio,Fabbri,FBBSRG62T21D878X,+39349252346,other,Molecular,Positive,2021-03-10 08:14:21,9e4dbed1-ff18-4d7b-801d-a24be5f41a5a,,,,,,,,,,Francesco,Rocca,+39392991198,Michela,Conte,+39369242831
Via Degli Oleandri,80029,19,Sant'antimo,1986-06-26,+393516512064,BSSMNL86H26M096N,Emiliano Luigi,M,Basso,2021-06-09 10:07:31,1,+393370185934,MLSVCN90S24D334Q,Vincenzo,nurse,Melis,Johnson & Johnson,,,,,,,,,308c56cf-8cb4-4aa2-a817-f131a908bf3d,,,,,,,,,,,,,,,,,,,,Valentina,Caruso,CRSVNT88S66M279R,+39339724194,doctor,Antigen,Negative,2021-06-24 08:13:59,ba024f1c-c821-4f5d-9c67-6c91d7cbca29,Giovanna Rosa,Tripodi,TRPGNN90S67E041I,+39386380258,nurse,Molecular,Positive,2021-10-03 08:45:33,9ca685bc-4745-4389-918a-322c446c2d42,Sara Maria,Mazzeo,+39327581584,Giovanni,Silvestri,+39338204409
Via S.silvestro,65132,snc,Pescara,1997-09-21,+39388388959,PRDFNC97P21F926A,Francesco,M,Parodi,2021-05-21 07:11:03,1,+39333394496,MSSSLU35E59E974W,Suela,other,Messina,Johnson & Johnson,,,,,,,,,cde64ae4-444f-413f-b2cf-65883baf71a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna,Benini,+393209890310,Luciano Roberto,Esposito,+393956273458
Largo Piave,34133,2,Trieste,1987-04-17,+393640874906,MLNGRL87D17C207T,Gabriele,M,Milani,2021-12-20 11:33:16,1,+39389176715,DPTCML29M48I318B,Carmela,other,Di Pietro,AstraZeneca,2022-01-17 11:33:16,2,Vittorio,Degano,DGNVTR32D08L018W,+39375535237,other,AstraZeneca,a2e147b4-9eab-437f-9dc0-a5a509fffd91,e3a82337-7c47-44c7-95a4-135e2c012184,,,,,,,,,,,,,,,,,,,Nikolas,Vianello,VNLNLS34C25E936G,+393306867853,nurse,Antigen,Negative,2021-08-22 21:05:16,23b404c2-af60-45b4-bb4d-00afa51866c6,Gianpiero,Fabbri,FBBGPR60A16E730T,+393588247686,nurse,Molecular,Negative,2021-04-19 03:37:32,429ad758-eb95-4dca-a705-d6d4ddaa7adb,Shenghua,Guerriero,+39371181902,Fabio,Sucera,+39329468910
Via Altichiero,37059,42,Zevio,1988-08-30,+39348073671,MREMMD88M70E647O,Maria Maddalena Teresa,F,Mereu,2021-07-31 01:05:29,1,+39340610518,RCCRNZ34H07A736B,Renzo,doctor,Rocca,AstraZeneca,,,,,,,,,acf053d4-22ec-4b97-96e5-f89877f55fab,,Giovanni,Riva,RVIGNN00S18F887N,+393669659030,nurse,Molecular,Negative,2021-08-17 05:43:33,299adf59-e5da-44ca-9774-72f41e5d8cd2,Sophie,Paolicelli,PLCSPH82L52H687Z,+39369703140,other,Molecular,Positive,2021-01-01 09:43:48,4d6cc236-9ef0-437c-8913-a93d5edf7e22,,,,,,,,,,Gaetano,Rizza,RZZGTN42L27D768M,+393684082023,doctor,Antigen,Negative,2021-06-18 03:34:59,9180eda6-94e5-47dc-b9c9-522dd2b16289,Andrea,Rizzo,+39384913200,Massimo Francesco,Russo,+393594683629
Via Chieri,10025,62,Pino Torinese,1939-05-21,+393798811307,MLSYNA39E61D982X,Yana,F,Melis,2021-10-01 01:34:45,1,+39379720070,CSTGNS40A62D655I,Agnese,other,Costa,Moderna,2021-10-29 01:34:45,2,Giuseppina,Santarelli,SNTGPP97S57F509I,+39381274916,nurse,Moderna,f3162d30-5f26-484f-9db6-66346c68b66d,f49c6266-e337-461d-952e-f5b7ea69b838,,,,,,,,,,,,,,,,,,,Maria,Ferrari,FRRMRA46L50G842N,+39394637691,other,Molecular,Positive,2021-04-04 01:22:44,75e53adf-a282-4643-b3f5-3502d0e365a5,Pier Paolo,Semeraro,SMRPPL86M23F531E,+393967507710,doctor,Antigen,Negative,2021-04-25 16:18:29,e4bfcac0-769b-42ed-960b-41b21f10374c,Clara,Tripodi,+39376654884,Shenouda Samir Youssef,Russo,+39367265378
Via Donna Olimpia,152,25,Roma,1987-06-12,+39358939733,PRDMNN87H52B455X,Maria Anna,F,Pardini,2021-07-27 15:40:04,1,+393545229620,PRRMRA25R66H992Z,Maria,other,Perri,AstraZeneca,,,,,,,,,d924e909-861a-4228-b337-70e509ae2b2b,,,,,,,,,,,Brilyant,Santini,SNTBLY54M71F499Y,+39345463582,doctor,Antigen,Positive,2021-06-18 06:14:55,d254203c-9053-4f15-9a52-644e986b70eb,,,,,,,,,,,,,,,,,,,Margherita,Barbieri,+39369092288,Vanda,Baldi,+39330727694
Via Guglielmo Marconi,91022,36,Castelvetrano,1969-07-03,+39338830384,RSSRRT69L03D077P,Roberto,M,Rossi,2021-06-27 09:09:34,1,+39323637787,DSNDRD89E07G022X,Edoardo,other,De Santis,AstraZeneca,2021-07-25 09:09:34,2,Antonello,Fusco,FSCNNL86C14D380J,+393147214486,other,AstraZeneca,df0214f2-501e-46de-8d4a-1ed9ea3b30a2,e1494f83-fa58-483b-a4c3-b6cd6fa572a3,,,,,,,,,,Yaqueline Pilar,Barbieri,BRBYLN35H67L815Y,+393161009100,nurse,Antigen,Positive,2021-07-17 07:37:09,c35b2206-99f3-4919-a8d1-58a0f4cd87f8,,,,,,,,,,,,,,,,,,,Giuseppina Luigina,Montanari,+393375781596,Gergana Georgieva,Gatti,+393397904163
Via Piero Della Francesca,52035,22,Monterchi,1979-07-14,+39376513200,DDSCHR79L54B378G,Chiara,F,Addis,2021-12-24 23:11:14,1,+39338771710,GLLDNL57T16A494L,Daniele,doctor,Gallo,Pfizer-BioNTech,,,,,,,,,2e524b11-477f-4b9d-8441-4a0ee9da2bf6,,Giulia,Rossi,RSSGLI65M51G992K,+39389948314,nurse,Molecular,Negative,2021-03-03 13:48:40,97cb3aa0-3560-4d72-94f8-b611080736e5,Mario,Mancini,MNCMRA23R27E030W,+393545861327,nurse,Antigen,Positive,2021-09-14 01:28:18,01e8eb07-8e15-4b14-afec-d76b7b3b48bd,Mauro,D'Alessandro,DLSMRA82P23B861F,+393215379187,other,Antigen,Positive,2021-04-02 09:47:54,b85d83e6-8b77-4352-9e44-9c6e07cb5534,Daniela,Caruso,CRSDNL94R70C349N,+393940401160,other,Antigen,Positive,2021-05-11 01:37:26,979e658f-24b5-464a-a493-8bec08621165,Giuseppe,Tripodi,+393129128515,Luciana,Carini,+393559219808
Via Saraceno,44100,55,Ferrara,1986-09-03,+39384212574,PCCBRN86P03E898O,Bruno,M,Picco,2021-05-16 17:21:06,1,+393464305932,MRTCLL74R62I510Z,Camilla,other,Martini,AstraZeneca,,,,,,,,,fad60612-17ce-452d-a1f1-0836ca2faf7a,,Lucia,Vincenzi,VNCLCU54A65E897U,+393266540340,doctor,Antigen,Positive,2021-02-16 20:13:26,7a902a3a-65de-44e5-a3e7-b4d0eeb64ef1,Genesio,Fiore,FRIGNS63C04E047V,+393418406920,nurse,Molecular,Negative,2021-07-18 18:35:47,b672bbcd-2404-4b75-979d-8ecaf4f983bd,,,,,,,,,,,,,,,,,,,Matteo,Torrisi,+393570225487,Silvano,Agostinelli,+39360797009
Via Battaglione Zignago,19020,11,Rocchetta Di Vara,1960-10-01,+39388769654,BRTMHL60R01I177W,Michele,M,Bertini,2021-12-19 08:20:24,1,+393442533266,GZZGPP36S14F671T,Giuseppe Francesco,nurse,Gazzola,AstraZeneca,,,,,,,,,0336c507-5418-41a3-9c4a-8ee5c81b530d,,Edoardo,Russo,RSSDRD34D05G902L,+39340948862,other,Molecular,Negative,2021-10-25 22:05:16,7ac4b944-30fb-4fa9-a22c-05933e7765b6,Francesco,Rossi,RSSFNC78A23G633B,+39399968544,other,Antigen,Positive,2021-01-23 06:01:10,5f611065-4bd8-4c5b-b49c-59e3f0cbea29,Arcangelo,Picco,PCCRNG34M07A810Q,+39333787717,nurse,Antigen,Negative,2021-05-28 12:48:31,9865558a-3e93-4aba-acd9-fb116db3d2e4,Carmela,Viale,VLICML30P48A984M,+39368410922,nurse,Molecular,Positive,2021-01-14 14:25:01,42732236-6d73-4112-ad38-25c73a3a98d9,Mattia,Gigliotti,+39330059927,Laura Maria,Menozzi,+393661730913
C.so Lodi,20139,62,Milano,1991-02-09,+39369366873,CNTCST91B49F533K,Cristina,F,Conti,2021-03-30 12:30:32,1,+393513481238,RSSLDN61R66M289E,Loredana,nurse,Russo,AstraZeneca,,,,,,,,,9d5f2ba0-6de1-45a8-9cf1-b6bf4b073914,,Eleonora,Melis,MLSLNR44A65E270J,+39324823687,doctor,Molecular,Positive,2021-02-23 06:11:32,672ba044-fa07-4979-a706-5019aca30acd,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adalgisa,Repetto,+39356560295,Lorenzina,Lorusso,+39395487652
